Gene stable ID,Gene stable ID version,Ensemble_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSDARG00000061603,ENSDARG00000061603.8,ENSDART00000181466,ENSDART00000181466.1,1,protein_coding
ENSDARG00000100131,ENSDARG00000100131.2,ENSDART00000171350,ENSDART00000171350.2,1,protein_coding
ENSDARG00000060991,ENSDARG00000060991.7,ENSDART00000089325,ENSDART00000089325.5,1,protein_coding
ENSDARG00000015946,ENSDARG00000015946.11,ENSDART00000011725,ENSDART00000011725.10,1,protein_coding
ENSDARG00000092137,ENSDARG00000092137.2,ENSDART00000143082,ENSDART00000143082.2,1,protein_coding
ENSDARG00000070015,ENSDARG00000070015.8,ENSDART00000067272,ENSDART00000067272.5,1,protein_coding
ENSDARG00000073893,ENSDARG00000073893.6,ENSDART00000147343,ENSDART00000147343.4,1,protein_coding
ENSDARG00000052094,ENSDARG00000052094.9,ENSDART00000050855,ENSDART00000050855.4,1,protein_coding
ENSDARG00000006174,ENSDARG00000006174.7,ENSDART00000004871,ENSDART00000004871.7,1,protein_coding
ENSDARG00000092060,ENSDARG00000092060.4,ENSDART00000125638,ENSDART00000125638.5,1,protein_coding
ENSDARG00000093760,ENSDARG00000093760.3,ENSDART00000139125,ENSDART00000139125.3,1,protein_coding
ENSDARG00000054804,ENSDARG00000054804.7,ENSDART00000077059,ENSDART00000077059.5,1,protein_coding
ENSDARG00000012553,ENSDARG00000012553.10,ENSDART00000050671,ENSDART00000050671.8,1,protein_coding
ENSDARG00000075800,ENSDARG00000075800.3,ENSDART00000109635,ENSDART00000109635.3,1,protein_coding
ENSDARG00000032261,ENSDARG00000032261.7,ENSDART00000040680,ENSDART00000040680.7,1,protein_coding
ENSDARG00000022730,ENSDARG00000022730.11,ENSDART00000143555,ENSDART00000143555.4,1,protein_coding
ENSDARG00000104500,ENSDARG00000104500.2,ENSDART00000166539,ENSDART00000166539.2,1,protein_coding
ENSDARG00000041702,ENSDARG00000041702.8,ENSDART00000132310,ENSDART00000132310.4,1,protein_coding
ENSDARG00000068683,ENSDARG00000068683.5,ENSDART00000055866,ENSDART00000055866.7,1,protein_coding
ENSDARG00000041081,ENSDARG00000041081.6,ENSDART00000060191,ENSDART00000060191.4,1,protein_coding
ENSDARG00000055426,ENSDARG00000055426.8,ENSDART00000138249,ENSDART00000138249.3,1,protein_coding
ENSDARG00000025218,ENSDARG00000025218.10,ENSDART00000089034,ENSDART00000089034.6,1,protein_coding
ENSDARG00000079524,ENSDARG00000079524.5,ENSDART00000110466,ENSDART00000110466.4,1,protein_coding
ENSDARG00000087443,ENSDARG00000087443.4,ENSDART00000123550,ENSDART00000123550.4,1,protein_coding
ENSDARG00000102959,ENSDARG00000102959.2,ENSDART00000163405,ENSDART00000163405.2,1,protein_coding
ENSDARG00000042187,ENSDARG00000042187.10,ENSDART00000061843,ENSDART00000061843.8,1,protein_coding
ENSDARG00000091990,ENSDARG00000091990.3,ENSDART00000131587,ENSDART00000131587.2,1,protein_coding
ENSDARG00000036999,ENSDARG00000036999.9,ENSDART00000127709,ENSDART00000127709.3,1,protein_coding
ENSDARG00000100116,ENSDARG00000100116.2,ENSDART00000159347,ENSDART00000159347.2,1,protein_coding
ENSDARG00000094339,ENSDARG00000094339.4,ENSDART00000132477,ENSDART00000132477.4,1,protein_coding
ENSDARG00000014792,ENSDARG00000014792.9,ENSDART00000007208,ENSDART00000007208.8,1,protein_coding
ENSDARG00000073978,ENSDARG00000073978.4,ENSDART00000170957,ENSDART00000170957.2,1,protein_coding
ENSDARG00000014946,ENSDARG00000014946.10,ENSDART00000163855,ENSDART00000163855.2,1,protein_coding
ENSDARG00000099779,ENSDARG00000099779.2,ENSDART00000160145,ENSDART00000160145.2,1,protein_coding
ENSDARG00000086463,ENSDARG00000086463.4,ENSDART00000164459,ENSDART00000164459.2,1,protein_coding
ENSDARG00000098497,ENSDARG00000098497.2,ENSDART00000171589,ENSDART00000171589.2,1,protein_coding
ENSDARG00000089698,ENSDARG00000089698.4,ENSDART00000156311,ENSDART00000156311.3,1,protein_coding
ENSDARG00000099712,ENSDARG00000099712.2,ENSDART00000166500,ENSDART00000166500.2,1,protein_coding
ENSDARG00000014569,ENSDARG00000014569.11,ENSDART00000159815,ENSDART00000159815.3,1,protein_coding
ENSDARG00000097374,ENSDARG00000097374.2,ENSDART00000153904,ENSDART00000153904.2,1,protein_coding
ENSDARG00000069469,ENSDARG00000069469.6,ENSDART00000101134,ENSDART00000101134.4,1,protein_coding
ENSDARG00000078853,ENSDARG00000078853.6,ENSDART00000113598,ENSDART00000113598.5,1,protein_coding
ENSDARG00000075837,ENSDARG00000075837.5,ENSDART00000139318,ENSDART00000139318.3,1,protein_coding
ENSDARG00000074535,ENSDARG00000074535.6,ENSDART00000175454,ENSDART00000175454.2,1,protein_coding
ENSDARG00000097847,ENSDARG00000097847.2,ENSDART00000157080,ENSDART00000157080.2,1,protein_coding
ENSDARG00000103786,ENSDARG00000103786.3,ENSDART00000171826,ENSDART00000171826.2,1,protein_coding
ENSDARG00000105044,ENSDARG00000105044.2,ENSDART00000172361,ENSDART00000172361.2,1,protein_coding
ENSDARG00000054124,ENSDARG00000054124.5,ENSDART00000156143,ENSDART00000156143.2,1,protein_coding
ENSDARG00000030630,ENSDARG00000030630.6,ENSDART00000046115,ENSDART00000046115.5,1,protein_coding
ENSDARG00000104531,ENSDARG00000104531.2,ENSDART00000164888,ENSDART00000164888.2,1,protein_coding
ENSDARG00000099306,ENSDARG00000099306.3,ENSDART00000166999,ENSDART00000166999.3,1,protein_coding
ENSDARG00000070714,ENSDARG00000070714.6,ENSDART00000104107,ENSDART00000104107.5,1,protein_coding
ENSDARG00000046133,ENSDARG00000046133.8,ENSDART00000067824,ENSDART00000067824.7,1,protein_coding
ENSDARG00000074824,ENSDARG00000074824.5,ENSDART00000115378,ENSDART00000115378.3,1,protein_coding
ENSDARG00000103398,ENSDARG00000103398.2,ENSDART00000172414,ENSDART00000172414.2,1,protein_coding
ENSDARG00000111323,ENSDARG00000111323.1,ENSDART00000183379,ENSDART00000183379.1,1,protein_coding
ENSDARG00000034493,ENSDARG00000034493.12,ENSDART00000142141,ENSDART00000142141.5,1,protein_coding
ENSDARG00000096110,ENSDARG00000096110.2,ENSDART00000150631,ENSDART00000150631.2,1,protein_coding
ENSDARG00000092593,ENSDARG00000092593.2,ENSDART00000137868,ENSDART00000137868.2,1,protein_coding
ENSDARG00000102023,ENSDARG00000102023.3,ENSDART00000170023,ENSDART00000170023.3,1,protein_coding
ENSDARG00000096804,ENSDARG00000096804.3,ENSDART00000153048,ENSDART00000153048.3,1,protein_coding
ENSDARG00000094861,ENSDARG00000094861.3,ENSDART00000147339,ENSDART00000147339.2,1,protein_coding
ENSDARG00000100718,ENSDARG00000100718.2,ENSDART00000165308,ENSDART00000165308.2,1,protein_coding
ENSDARG00000091748,ENSDARG00000091748.5,ENSDART00000131341,ENSDART00000131341.2,1,protein_coding
ENSDARG00000059911,ENSDARG00000059911.7,ENSDART00000083833,ENSDART00000083833.6,1,protein_coding
ENSDARG00000035860,ENSDARG00000035860.8,ENSDART00000133109,ENSDART00000133109.4,1,protein_coding
ENSDARG00000063319,ENSDARG00000063319.7,ENSDART00000092408,ENSDART00000092408.6,1,protein_coding
ENSDARG00000011257,ENSDARG00000011257.11,ENSDART00000047920,ENSDART00000047920.9,1,protein_coding
ENSDARG00000093080,ENSDARG00000093080.2,ENSDART00000142758,ENSDART00000142758.2,1,protein_coding
ENSDARG00000041078,ENSDARG00000041078.8,ENSDART00000060184,ENSDART00000060184.6,1,protein_coding
ENSDARG00000009023,ENSDARG00000009023.10,ENSDART00000146436,ENSDART00000146436.2,1,protein_coding
ENSDARG00000095745,ENSDARG00000095745.3,ENSDART00000171750,ENSDART00000171750.2,1,protein_coding
ENSDARG00000002235,ENSDARG00000002235.8,ENSDART00000005884,ENSDART00000005884.8,1,protein_coding
ENSDARG00000096649,ENSDARG00000096649.2,ENSDART00000152163,ENSDART00000152163.2,1,protein_coding
ENSDARG00000067520,ENSDARG00000067520.2,ENSDART00000097163,ENSDART00000097163.2,1,protein_coding
ENSDARG00000044803,ENSDARG00000044803.6,ENSDART00000065853,ENSDART00000065853.5,1,protein_coding
ENSDARG00000087704,ENSDARG00000087704.3,ENSDART00000130388,ENSDART00000130388.3,1,protein_coding
ENSDARG00000071426,ENSDARG00000071426.4,ENSDART00000105584,ENSDART00000105584.4,1,protein_coding
ENSDARG00000029911,ENSDARG00000029911.7,ENSDART00000040065,ENSDART00000040065.7,1,protein_coding
ENSDARG00000027112,ENSDARG00000027112.9,ENSDART00000097644,ENSDART00000097644.5,1,protein_coding
ENSDARG00000034896,ENSDARG00000034896.6,ENSDART00000043556,ENSDART00000043556.5,1,protein_coding
ENSDARG00000090086,ENSDARG00000090086.3,ENSDART00000123392,ENSDART00000123392.3,1,protein_coding
ENSDARG00000090473,ENSDARG00000090473.4,ENSDART00000155461,ENSDART00000155461.2,1,protein_coding
ENSDARG00000069828,ENSDARG00000069828.6,ENSDART00000101926,ENSDART00000101926.6,1,protein_coding
ENSDARG00000062328,ENSDARG00000062328.8,ENSDART00000089980,ENSDART00000089980.6,1,protein_coding
ENSDARG00000105276,ENSDARG00000105276.2,ENSDART00000164114,ENSDART00000164114.2,1,protein_coding
ENSDARG00000013295,ENSDARG00000013295.11,ENSDART00000175075,ENSDART00000175075.2,1,protein_coding
ENSDARG00000102171,ENSDARG00000102171.2,ENSDART00000167914,ENSDART00000167914.2,1,protein_coding
ENSDARG00000073915,ENSDARG00000073915.4,ENSDART00000152013,ENSDART00000152013.2,1,protein_coding
ENSDARG00000103659,ENSDARG00000103659.2,ENSDART00000168287,ENSDART00000168287.2,1,protein_coding
ENSDARG00000092311,ENSDARG00000092311.2,ENSDART00000133592,ENSDART00000133592.2,1,protein_coding
ENSDARG00000104708,ENSDARG00000104708.2,ENSDART00000158313,ENSDART00000158313.2,1,protein_coding
ENSDARG00000016837,ENSDARG00000016837.9,ENSDART00000005625,ENSDART00000005625.9,1,protein_coding
ENSDARG00000055151,ENSDARG00000055151.7,ENSDART00000077459,ENSDART00000077459.6,1,protein_coding
ENSDARG00000029885,ENSDARG00000029885.8,ENSDART00000075056,ENSDART00000075056.7,1,protein_coding
ENSDARG00000057687,ENSDARG00000057687.5,ENSDART00000080414,ENSDART00000080414.5,1,protein_coding
ENSDARG00000052512,ENSDARG00000052512.9,ENSDART00000074380,ENSDART00000074380.7,1,protein_coding
ENSDARG00000101205,ENSDARG00000101205.2,ENSDART00000180490,ENSDART00000180490.1,1,protein_coding
ENSDARG00000074863,ENSDARG00000074863.6,ENSDART00000156333,ENSDART00000156333.3,1,protein_coding
ENSDARG00000055754,ENSDARG00000055754.5,ENSDART00000078148,ENSDART00000078148.5,1,protein_coding
ENSDARG00000018650,ENSDARG00000018650.11,ENSDART00000022526,ENSDART00000022526.11,1,protein_coding
ENSDARG00000062195,ENSDARG00000062195.6,ENSDART00000089642,ENSDART00000089642.6,1,protein_coding
ENSDARG00000097592,ENSDARG00000097592.4,ENSDART00000156562,ENSDART00000156562.3,1,protein_coding
ENSDARG00000043283,ENSDARG00000043283.9,ENSDART00000177476,ENSDART00000177476.2,1,protein_coding
ENSDARG00000078401,ENSDARG00000078401.6,ENSDART00000144419,ENSDART00000144419.3,1,protein_coding
ENSDARG00000071425,ENSDARG00000071425.6,ENSDART00000105583,ENSDART00000105583.4,1,protein_coding
ENSDARG00000102696,ENSDARG00000102696.4,ENSDART00000162944,ENSDART00000162944.3,1,protein_coding
ENSDARG00000074265,ENSDARG00000074265.7,ENSDART00000115392,ENSDART00000115392.5,1,protein_coding
ENSDARG00000078891,ENSDARG00000078891.5,ENSDART00000109268,ENSDART00000109268.5,1,protein_coding
ENSDARG00000095293,ENSDARG00000095293.5,ENSDART00000143196,ENSDART00000143196.4,1,protein_coding
ENSDARG00000091902,ENSDARG00000091902.4,ENSDART00000132755,ENSDART00000132755.2,1,protein_coding
ENSDARG00000058372,ENSDARG00000058372.8,ENSDART00000148907,ENSDART00000148907.3,1,protein_coding
ENSDARG00000079766,ENSDARG00000079766.5,ENSDART00000183957,ENSDART00000183957.1,1,protein_coding
ENSDARG00000008976,ENSDARG00000008976.12,ENSDART00000143005,ENSDART00000143005.4,1,protein_coding
ENSDARG00000017312,ENSDARG00000017312.10,ENSDART00000134592,ENSDART00000134592.2,1,protein_coding
ENSDARG00000003531,ENSDARG00000003531.13,ENSDART00000101861,ENSDART00000101861.6,1,protein_coding
ENSDARG00000045863,ENSDARG00000045863.7,ENSDART00000146889,ENSDART00000146889.2,1,protein_coding
ENSDARG00000040184,ENSDARG00000040184.7,ENSDART00000058779,ENSDART00000058779.6,1,protein_coding
ENSDARG00000105435,ENSDARG00000105435.2,ENSDART00000173252,ENSDART00000173252.2,1,protein_coding
ENSDARG00000039880,ENSDARG00000039880.6,ENSDART00000058336,ENSDART00000058336.5,1,protein_coding
ENSDARG00000071583,ENSDARG00000071583.5,ENSDART00000105925,ENSDART00000105925.5,1,protein_coding
ENSDARG00000043548,ENSDARG00000043548.6,ENSDART00000152289,ENSDART00000152289.3,1,protein_coding
ENSDARG00000058562,ENSDARG00000058562.8,ENSDART00000193906,ENSDART00000193906.1,1,protein_coding
ENSDARG00000036670,ENSDARG00000036670.8,ENSDART00000129643,ENSDART00000129643.3,1,protein_coding
ENSDARG00000016439,ENSDARG00000016439.10,ENSDART00000146370,ENSDART00000146370.3,1,protein_coding
ENSDARG00000096095,ENSDARG00000096095.3,ENSDART00000150330,ENSDART00000150330.2,1,protein_coding
ENSDARG00000038655,ENSDARG00000038655.6,ENSDART00000172190,ENSDART00000172190.2,1,protein_coding
ENSDARG00000057101,ENSDARG00000057101.4,ENSDART00000079701,ENSDART00000079701.4,1,protein_coding
ENSDARG00000014031,ENSDARG00000014031.10,ENSDART00000016604,ENSDART00000016604.8,1,protein_coding
ENSDARG00000076241,ENSDARG00000076241.5,ENSDART00000188051,ENSDART00000188051.1,1,protein_coding
ENSDARG00000055172,ENSDARG00000055172.8,ENSDART00000156973,ENSDART00000156973.3,1,protein_coding
ENSDARG00000054789,ENSDARG00000054789.6,ENSDART00000103054,ENSDART00000103054.5,1,protein_coding
ENSDARG00000076703,ENSDARG00000076703.5,ENSDART00000146772,ENSDART00000146772.3,1,protein_coding
ENSDARG00000092600,ENSDARG00000092600.3,ENSDART00000142689,ENSDART00000142689.2,1,protein_coding
ENSDARG00000058346,ENSDARG00000058346.6,ENSDART00000081191,ENSDART00000081191.6,1,protein_coding
ENSDARG00000060397,ENSDARG00000060397.6,ENSDART00000085051,ENSDART00000085051.5,1,protein_coding
ENSDARG00000100217,ENSDARG00000100217.2,ENSDART00000166070,ENSDART00000166070.2,1,protein_coding
ENSDARG00000099009,ENSDARG00000099009.3,ENSDART00000165754,ENSDART00000165754.2,1,protein_coding
ENSDARG00000043502,ENSDARG00000043502.4,ENSDART00000063863,ENSDART00000063863.4,1,protein_coding
ENSDARG00000101867,ENSDARG00000101867.2,ENSDART00000168269,ENSDART00000168269.2,1,protein_coding
ENSDARG00000100825,ENSDARG00000100825.2,ENSDART00000172114,ENSDART00000172114.2,1,protein_coding
ENSDARG00000030236,ENSDARG00000030236.7,ENSDART00000122747,ENSDART00000122747.3,1,protein_coding
ENSDARG00000098647,ENSDARG00000098647.4,ENSDART00000158477,ENSDART00000158477.3,1,protein_coding
ENSDARG00000094038,ENSDARG00000094038.2,ENSDART00000139389,ENSDART00000139389.2,1,protein_coding
ENSDARG00000101093,ENSDARG00000101093.2,ENSDART00000163659,ENSDART00000163659.2,1,protein_coding
ENSDARG00000040632,ENSDARG00000040632.6,ENSDART00000019233,ENSDART00000019233.8,1,protein_coding
ENSDARG00000032553,ENSDARG00000032553.6,ENSDART00000149640,ENSDART00000149640.2,1,protein_coding
ENSDARG00000016311,ENSDARG00000016311.11,ENSDART00000156415,ENSDART00000156415.3,1,protein_coding
ENSDARG00000004307,ENSDARG00000004307.8,ENSDART00000020884,ENSDART00000020884.7,1,protein_coding
ENSDARG00000093235,ENSDARG00000093235.3,ENSDART00000077493,ENSDART00000077493.5,1,protein_coding
ENSDARG00000091746,ENSDARG00000091746.6,ENSDART00000169396,ENSDART00000169396.2,1,protein_coding
ENSDARG00000095553,ENSDARG00000095553.2,ENSDART00000144107,ENSDART00000144107.2,1,protein_coding
ENSDARG00000010002,ENSDARG00000010002.12,ENSDART00000136795,ENSDART00000136795.4,1,protein_coding
ENSDARG00000095673,ENSDARG00000095673.3,ENSDART00000138187,ENSDART00000138187.2,1,protein_coding
ENSDARG00000075525,ENSDARG00000075525.6,ENSDART00000148431,ENSDART00000148431.2,1,protein_coding
ENSDARG00000061903,ENSDARG00000061903.6,ENSDART00000136603,ENSDART00000136603.2,1,protein_coding
ENSDARG00000095150,ENSDARG00000095150.3,ENSDART00000161883,ENSDART00000161883.2,1,protein_coding
ENSDARG00000075643,ENSDARG00000075643.7,ENSDART00000158220,ENSDART00000158220.3,1,protein_coding
ENSDARG00000061222,ENSDARG00000061222.7,ENSDART00000155831,ENSDART00000155831.2,1,protein_coding
ENSDARG00000002682,ENSDARG00000002682.10,ENSDART00000006910,ENSDART00000006910.8,1,protein_coding
ENSDARG00000068763,ENSDARG00000068763.5,ENSDART00000080709,ENSDART00000080709.6,1,protein_coding
ENSDARG00000038859,ENSDARG00000038859.6,ENSDART00000056735,ENSDART00000056735.5,1,protein_coding
ENSDARG00000103224,ENSDARG00000103224.2,ENSDART00000170416,ENSDART00000170416.2,1,protein_coding
ENSDARG00000076657,ENSDARG00000076657.5,ENSDART00000115298,ENSDART00000115298.3,1,protein_coding
ENSDARG00000037760,ENSDARG00000037760.6,ENSDART00000055009,ENSDART00000055009.6,1,protein_coding
ENSDARG00000010981,ENSDARG00000010981.8,ENSDART00000017017,ENSDART00000017017.8,1,protein_coding
ENSDARG00000094408,ENSDARG00000094408.4,ENSDART00000138870,ENSDART00000138870.3,1,protein_coding
ENSDARG00000054031,ENSDARG00000054031.7,ENSDART00000059264,ENSDART00000059264.6,1,protein_coding
ENSDARG00000089781,ENSDARG00000089781.5,ENSDART00000167337,ENSDART00000167337.2,1,protein_coding
ENSDARG00000061260,ENSDARG00000061260.6,ENSDART00000087216,ENSDART00000087216.6,1,protein_coding
ENSDARG00000007804,ENSDARG00000007804.8,ENSDART00000010092,ENSDART00000010092.7,1,protein_coding
ENSDARG00000062987,ENSDARG00000062987.9,ENSDART00000142870,ENSDART00000142870.3,1,protein_coding
ENSDARG00000103196,ENSDARG00000103196.3,ENSDART00000162725,ENSDART00000162725.2,1,protein_coding
ENSDARG00000040555,ENSDARG00000040555.8,ENSDART00000059347,ENSDART00000059347.5,1,protein_coding
ENSDARG00000001414,ENSDARG00000001414.8,ENSDART00000001102,ENSDART00000001102.7,1,protein_coding
ENSDARG00000105383,ENSDARG00000105383.2,ENSDART00000172770,ENSDART00000172770.2,1,protein_coding
ENSDARG00000032866,ENSDARG00000032866.7,ENSDART00000101974,ENSDART00000101974.4,1,protein_coding
ENSDARG00000092513,ENSDARG00000092513.2,ENSDART00000147116,ENSDART00000147116.2,1,protein_coding
ENSDARG00000004296,ENSDARG00000004296.8,ENSDART00000027026,ENSDART00000027026.7,1,protein_coding
ENSDARG00000045087,ENSDARG00000045087.9,ENSDART00000066294,ENSDART00000066294.7,1,protein_coding
ENSDARG00000093836,ENSDARG00000093836.3,ENSDART00000143528,ENSDART00000143528.3,1,protein_coding
ENSDARG00000029928,ENSDARG00000029928.9,ENSDART00000039640,ENSDART00000039640.6,1,protein_coding
ENSDARG00000043640,ENSDARG00000043640.6,ENSDART00000064080,ENSDART00000064080.6,1,protein_coding
ENSDARG00000033376,ENSDARG00000033376.8,ENSDART00000039847,ENSDART00000039847.8,1,protein_coding
ENSDARG00000086735,ENSDARG00000086735.4,ENSDART00000116506,ENSDART00000116506.4,1,protein_coding
ENSDARG00000062951,ENSDARG00000062951.5,ENSDART00000091560,ENSDART00000091560.5,1,protein_coding
ENSDARG00000055177,ENSDARG00000055177.5,ENSDART00000132767,ENSDART00000132767.2,1,protein_coding
ENSDARG00000021647,ENSDARG00000021647.6,ENSDART00000036531,ENSDART00000036531.6,1,protein_coding
ENSDARG00000104235,ENSDARG00000104235.2,ENSDART00000170640,ENSDART00000170640.2,1,protein_coding
ENSDARG00000101320,ENSDARG00000101320.2,ENSDART00000159315,ENSDART00000159315.2,1,protein_coding
ENSDARG00000074611,ENSDARG00000074611.5,ENSDART00000134598,ENSDART00000134598.3,1,protein_coding
ENSDARG00000043416,ENSDARG00000043416.8,ENSDART00000126959,ENSDART00000126959.4,1,protein_coding
ENSDARG00000035558,ENSDARG00000035558.7,ENSDART00000133355,ENSDART00000133355.3,1,protein_coding
ENSDARG00000093279,ENSDARG00000093279.2,ENSDART00000146286,ENSDART00000146286.2,1,protein_coding
ENSDARG00000094643,ENSDARG00000094643.3,ENSDART00000131316,ENSDART00000131316.2,1,protein_coding
ENSDARG00000004406,ENSDARG00000004406.8,ENSDART00000007827,ENSDART00000007827.8,1,protein_coding
ENSDARG00000086117,ENSDARG00000086117.3,ENSDART00000123946,ENSDART00000123946.3,1,protein_coding
ENSDARG00000090183,ENSDARG00000090183.3,ENSDART00000113230,ENSDART00000113230.3,1,protein_coding
ENSDARG00000075513,ENSDARG00000075513.5,ENSDART00000154760,ENSDART00000154760.3,1,protein_coding
ENSDARG00000012449,ENSDARG00000012449.10,ENSDART00000183429,ENSDART00000183429.1,1,protein_coding
ENSDARG00000014039,ENSDARG00000014039.11,ENSDART00000134066,ENSDART00000134066.4,1,protein_coding
ENSDARG00000095788,ENSDARG00000095788.3,ENSDART00000149249,ENSDART00000149249.2,1,protein_coding
ENSDARG00000014161,ENSDARG00000014161.8,ENSDART00000015780,ENSDART00000015780.8,1,protein_coding
ENSDARG00000078006,ENSDARG00000078006.6,ENSDART00000113112,ENSDART00000113112.5,1,protein_coding
ENSDARG00000102753,ENSDARG00000102753.3,ENSDART00000158386,ENSDART00000158386.3,1,protein_coding
ENSDARG00000060348,ENSDARG00000060348.8,ENSDART00000084932,ENSDART00000084932.7,1,protein_coding
ENSDARG00000104726,ENSDARG00000104726.2,ENSDART00000164626,ENSDART00000164626.2,1,protein_coding
ENSDARG00000075337,ENSDARG00000075337.5,ENSDART00000109980,ENSDART00000109980.4,1,protein_coding
ENSDARG00000077845,ENSDARG00000077845.5,ENSDART00000137377,ENSDART00000137377.2,1,protein_coding
ENSDARG00000029497,ENSDARG00000029497.8,ENSDART00000146663,ENSDART00000146663.2,1,protein_coding
ENSDARG00000055518,ENSDARG00000055518.5,ENSDART00000077871,ENSDART00000077871.5,1,protein_coding
ENSDARG00000100995,ENSDARG00000100995.2,ENSDART00000166189,ENSDART00000166189.2,1,protein_coding
ENSDARG00000099877,ENSDARG00000099877.2,ENSDART00000172003,ENSDART00000172003.2,1,protein_coding
ENSDARG00000077788,ENSDARG00000077788.5,ENSDART00000148775,ENSDART00000148775.3,1,protein_coding
ENSDARG00000093234,ENSDARG00000093234.3,ENSDART00000136893,ENSDART00000136893.3,1,protein_coding
ENSDARG00000075437,ENSDARG00000075437.5,ENSDART00000098400,ENSDART00000098400.5,1,protein_coding
ENSDARG00000003900,ENSDARG00000003900.7,ENSDART00000155174,ENSDART00000155174.2,1,protein_coding
ENSDARG00000003444,ENSDARG00000003444.7,ENSDART00000005670,ENSDART00000005670.7,1,protein_coding
ENSDARG00000024954,ENSDARG00000024954.8,ENSDART00000144609,ENSDART00000144609.2,1,protein_coding
ENSDARG00000029898,ENSDARG00000029898.10,ENSDART00000134649,ENSDART00000134649.4,1,protein_coding
ENSDARG00000008953,ENSDARG00000008953.9,ENSDART00000018512,ENSDART00000018512.9,1,protein_coding
ENSDARG00000077643,ENSDARG00000077643.5,ENSDART00000135461,ENSDART00000135461.3,1,protein_coding
ENSDARG00000004154,ENSDARG00000004154.7,ENSDART00000009227,ENSDART00000009227.6,1,protein_coding
ENSDARG00000008982,ENSDARG00000008982.7,ENSDART00000013918,ENSDART00000013918.7,1,protein_coding
ENSDARG00000036912,ENSDARG00000036912.6,ENSDART00000105146,ENSDART00000105146.4,1,protein_coding
ENSDARG00000101144,ENSDARG00000101144.4,ENSDART00000173777,ENSDART00000173777.2,1,protein_coding
ENSDARG00000013726,ENSDARG00000013726.9,ENSDART00000018230,ENSDART00000018230.7,1,protein_coding
ENSDARG00000102994,ENSDARG00000102994.2,ENSDART00000165627,ENSDART00000165627.2,1,protein_coding
ENSDARG00000009021,ENSDARG00000009021.8,ENSDART00000020261,ENSDART00000020261.8,1,protein_coding
ENSDARG00000058451,ENSDARG00000058451.8,ENSDART00000101125,ENSDART00000101125.5,1,protein_coding
ENSDARG00000057974,ENSDARG00000057974.8,ENSDART00000131357,ENSDART00000131357.3,1,protein_coding
ENSDARG00000061989,ENSDARG00000061989.6,ENSDART00000089079,ENSDART00000089079.6,1,protein_coding
ENSDARG00000010312,ENSDARG00000010312.10,ENSDART00000010537,ENSDART00000010537.10,1,protein_coding
ENSDARG00000003487,ENSDARG00000003487.10,ENSDART00000025782,ENSDART00000025782.9,1,protein_coding
ENSDARG00000088546,ENSDARG00000088546.3,ENSDART00000131200,ENSDART00000131200.3,1,protein_coding
ENSDARG00000101829,ENSDARG00000101829.2,ENSDART00000161702,ENSDART00000161702.2,1,protein_coding
ENSDARG00000013704,ENSDARG00000013704.10,ENSDART00000025385,ENSDART00000025385.8,1,protein_coding
ENSDARG00000001621,ENSDARG00000001621.12,ENSDART00000135973,ENSDART00000135973.3,1,protein_coding
ENSDARG00000046148,ENSDARG00000046148.7,ENSDART00000067854,ENSDART00000067854.7,1,protein_coding
ENSDARG00000044225,ENSDARG00000044225.6,ENSDART00000080763,ENSDART00000080763.5,1,protein_coding
ENSDARG00000104457,ENSDARG00000104457.2,ENSDART00000167164,ENSDART00000167164.2,1,protein_coding
ENSDARG00000090673,ENSDARG00000090673.4,ENSDART00000135639,ENSDART00000135639.2,1,protein_coding
ENSDARG00000031751,ENSDARG00000031751.10,ENSDART00000136244,ENSDART00000136244.3,1,protein_coding
ENSDARG00000001129,ENSDARG00000001129.12,ENSDART00000045881,ENSDART00000045881.7,1,protein_coding
ENSDARG00000102717,ENSDARG00000102717.2,ENSDART00000171342,ENSDART00000171342.2,1,protein_coding
ENSDARG00000092458,ENSDARG00000092458.3,ENSDART00000147704,ENSDART00000147704.2,1,protein_coding
ENSDARG00000114744,ENSDARG00000114744.1,ENSDART00000134551,ENSDART00000134551.2,1,protein_coding
ENSDARG00000102363,ENSDARG00000102363.2,ENSDART00000159296,ENSDART00000159296.2,1,protein_coding
ENSDARG00000021584,ENSDARG00000021584.10,ENSDART00000098641,ENSDART00000098641.5,1,protein_coding
ENSDARG00000062361,ENSDARG00000062361.7,ENSDART00000139850,ENSDART00000139850.3,1,protein_coding
ENSDARG00000091624,ENSDARG00000091624.4,ENSDART00000081791,ENSDART00000081791.6,1,protein_coding
ENSDARG00000093687,ENSDARG00000093687.2,ENSDART00000131323,ENSDART00000131323.2,1,protein_coding
ENSDARG00000041317,ENSDARG00000041317.6,ENSDART00000088610,ENSDART00000088610.5,1,protein_coding
ENSDARG00000058302,ENSDARG00000058302.6,ENSDART00000081158,ENSDART00000081158.5,1,protein_coding
ENSDARG00000016163,ENSDARG00000016163.10,ENSDART00000018114,ENSDART00000018114.9,1,protein_coding
ENSDARG00000012347,ENSDARG00000012347.9,ENSDART00000019658,ENSDART00000019658.8,1,protein_coding
ENSDARG00000045003,ENSDARG00000045003.5,ENSDART00000066164,ENSDART00000066164.5,1,protein_coding
ENSDARG00000074410,ENSDARG00000074410.5,ENSDART00000112643,ENSDART00000112643.4,1,protein_coding
