Gene stable ID,Gene stable ID version,Ensemble_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSDARG00000115373,ENSDARG00000115373.1,ENSDART00000189632,ENSDART00000189632.1,1,protein_coding
ENSDARG00000114503,ENSDARG00000114503.1,ENSDART00000170197,ENSDART00000170197.2,1,protein_coding
ENSDARG00000111491,ENSDARG00000111491.1,ENSDART00000180647,ENSDART00000180647.1,1,protein_coding
ENSDARG00000115819,ENSDARG00000115819.1,ENSDART00000185964,ENSDART00000185964.1,1,protein_coding
ENSDARG00000104259,ENSDARG00000104259.2,ENSDART00000160442,ENSDART00000160442.2,1,protein_coding
ENSDARG00000115097,ENSDARG00000115097.1,ENSDART00000187077,ENSDART00000187077.1,1,protein_coding
ENSDARG00000102257,ENSDARG00000102257.2,ENSDART00000165583,ENSDART00000165583.2,1,protein_coding
ENSDARG00000115013,ENSDARG00000115013.1,ENSDART00000180933,ENSDART00000180933.1,1,protein_coding
ENSDARG00000036985,ENSDARG00000036985.7,ENSDART00000042781,ENSDART00000042781.8,1,protein_coding
ENSDARG00000111109,ENSDARG00000111109.1,ENSDART00000181364,ENSDART00000181364.1,1,protein_coding
ENSDARG00000111853,ENSDARG00000111853.1,ENSDART00000192682,ENSDART00000192682.1,1,protein_coding
ENSDARG00000112264,ENSDARG00000112264.1,ENSDART00000182134,ENSDART00000182134.1,1,protein_coding
ENSDARG00000111214,ENSDARG00000111214.1,ENSDART00000180043,ENSDART00000180043.1,1,protein_coding
ENSDARG00000114178,ENSDARG00000114178.1,ENSDART00000187789,ENSDART00000187789.1,1,protein_coding
ENSDARG00000038505,ENSDARG00000038505.6,ENSDART00000056188,ENSDART00000056188.6,1,protein_coding
ENSDARG00000116018,ENSDARG00000116018.1,ENSDART00000181054,ENSDART00000181054.1,1,protein_coding
ENSDARG00000113417,ENSDARG00000113417.1,ENSDART00000186347,ENSDART00000186347.1,1,protein_coding
ENSDARG00000117078,ENSDARG00000117078.1,ENSDART00000181703,ENSDART00000181703.1,1,protein_coding
ENSDARG00000116552,ENSDARG00000116552.1,ENSDART00000186434,ENSDART00000186434.1,1,protein_coding
ENSDARG00000101212,ENSDARG00000101212.2,ENSDART00000161913,ENSDART00000161913.2,1,protein_coding
ENSDARG00000110703,ENSDARG00000110703.1,ENSDART00000190692,ENSDART00000190692.1,1,protein_coding
ENSDARG00000114383,ENSDARG00000114383.1,ENSDART00000190311,ENSDART00000190311.1,1,protein_coding
ENSDARG00000100962,ENSDARG00000100962.3,ENSDART00000172445,ENSDART00000172445.3,1,protein_coding
ENSDARG00000114950,ENSDARG00000114950.1,ENSDART00000192761,ENSDART00000192761.1,1,protein_coding
ENSDARG00000075331,ENSDARG00000075331.5,ENSDART00000193446,ENSDART00000193446.1,1,protein_coding
ENSDARG00000110065,ENSDARG00000110065.1,ENSDART00000189777,ENSDART00000189777.1,1,protein_coding
ENSDARG00000113207,ENSDARG00000113207.1,ENSDART00000190451,ENSDART00000190451.1,1,protein_coding
ENSDARG00000077245,ENSDARG00000077245.5,ENSDART00000161636,ENSDART00000161636.2,1,protein_coding
ENSDARG00000110435,ENSDARG00000110435.1,ENSDART00000186118,ENSDART00000186118.1,1,protein_coding
ENSDARG00000099005,ENSDARG00000099005.2,ENSDART00000186099,ENSDART00000186099.1,1,protein_coding
ENSDARG00000111226,ENSDARG00000111226.1,ENSDART00000171062,ENSDART00000171062.2,1,protein_coding
ENSDARG00000113607,ENSDARG00000113607.1,ENSDART00000183648,ENSDART00000183648.1,1,protein_coding
ENSDARG00000115925,ENSDARG00000115925.1,ENSDART00000192217,ENSDART00000192217.1,1,protein_coding
ENSDARG00000110821,ENSDARG00000110821.1,ENSDART00000187724,ENSDART00000187724.1,1,protein_coding
ENSDARG00000115720,ENSDARG00000115720.1,ENSDART00000185556,ENSDART00000185556.1,1,protein_coding
ENSDARG00000090107,ENSDARG00000090107.3,ENSDART00000129690,ENSDART00000129690.3,1,protein_coding
ENSDARG00000111143,ENSDARG00000111143.1,ENSDART00000182774,ENSDART00000182774.1,1,protein_coding
ENSDARG00000111483,ENSDARG00000111483.1,ENSDART00000185439,ENSDART00000185439.1,1,protein_coding
ENSDARG00000114392,ENSDARG00000114392.1,ENSDART00000191954,ENSDART00000191954.1,1,protein_coding
ENSDARG00000109694,ENSDARG00000109694.1,ENSDART00000181308,ENSDART00000181308.1,1,protein_coding
ENSDARG00000101239,ENSDARG00000101239.3,ENSDART00000168412,ENSDART00000168412.2,1,protein_coding
ENSDARG00000098079,ENSDARG00000098079.2,ENSDART00000170281,ENSDART00000170281.2,1,protein_coding
ENSDARG00000112123,ENSDARG00000112123.1,ENSDART00000188919,ENSDART00000188919.1,1,protein_coding
ENSDARG00000111031,ENSDARG00000111031.1,ENSDART00000186478,ENSDART00000186478.1,1,protein_coding
ENSDARG00000115746,ENSDARG00000115746.1,ENSDART00000193656,ENSDART00000193656.1,1,protein_coding
ENSDARG00000103298,ENSDARG00000103298.2,ENSDART00000161904,ENSDART00000161904.2,1,protein_coding
ENSDARG00000115968,ENSDARG00000115968.1,ENSDART00000184266,ENSDART00000184266.1,1,protein_coding
ENSDARG00000090844,ENSDARG00000090844.4,ENSDART00000176601,ENSDART00000176601.2,1,protein_coding
ENSDARG00000116148,ENSDARG00000116148.1,ENSDART00000188100,ENSDART00000188100.1,1,protein_coding
ENSDARG00000109859,ENSDARG00000109859.1,ENSDART00000193521,ENSDART00000193521.1,1,protein_coding
ENSDARG00000110923,ENSDARG00000110923.1,ENSDART00000181715,ENSDART00000181715.1,1,protein_coding
ENSDARG00000111308,ENSDARG00000111308.1,ENSDART00000180267,ENSDART00000180267.1,1,protein_coding
ENSDARG00000111206,ENSDARG00000111206.1,ENSDART00000181948,ENSDART00000181948.1,1,protein_coding
ENSDARG00000112047,ENSDARG00000112047.1,ENSDART00000186943,ENSDART00000186943.1,1,protein_coding
ENSDARG00000039264,ENSDARG00000039264.7,ENSDART00000057369,ENSDART00000057369.6,1,protein_coding
ENSDARG00000112275,ENSDARG00000112275.1,ENSDART00000188176,ENSDART00000188176.1,1,protein_coding
ENSDARG00000113370,ENSDARG00000113370.1,ENSDART00000185266,ENSDART00000185266.1,1,protein_coding
ENSDARG00000110694,ENSDARG00000110694.1,ENSDART00000185359,ENSDART00000185359.1,1,protein_coding
ENSDARG00000116466,ENSDARG00000116466.1,ENSDART00000189688,ENSDART00000189688.1,1,protein_coding
ENSDARG00000116539,ENSDARG00000116539.1,ENSDART00000181236,ENSDART00000181236.1,1,protein_coding
ENSDARG00000110124,ENSDARG00000110124.1,ENSDART00000182692,ENSDART00000182692.1,1,protein_coding
ENSDARG00000104291,ENSDARG00000104291.2,ENSDART00000172110,ENSDART00000172110.2,1,protein_coding
ENSDARG00000053520,ENSDARG00000053520.6,ENSDART00000063438,ENSDART00000063438.7,1,protein_coding
ENSDARG00000117169,ENSDARG00000117169.1,ENSDART00000181588,ENSDART00000181588.1,1,protein_coding
ENSDARG00000116994,ENSDARG00000116994.1,ENSDART00000180925,ENSDART00000180925.1,1,protein_coding
ENSDARG00000027984,ENSDARG00000027984.9,ENSDART00000155104,ENSDART00000155104.3,1,protein_coding
ENSDARG00000061481,ENSDARG00000061481.6,ENSDART00000087724,ENSDART00000087724.6,1,protein_coding
ENSDARG00000101334,ENSDARG00000101334.3,ENSDART00000168589,ENSDART00000168589.2,1,protein_coding
ENSDARG00000109799,ENSDARG00000109799.1,ENSDART00000192040,ENSDART00000192040.1,1,protein_coding
ENSDARG00000112934,ENSDARG00000112934.1,ENSDART00000185008,ENSDART00000185008.1,1,protein_coding
ENSDARG00000114082,ENSDARG00000114082.1,ENSDART00000179787,ENSDART00000179787.1,1,protein_coding
ENSDARG00000109818,ENSDARG00000109818.1,ENSDART00000184790,ENSDART00000184790.1,1,protein_coding
ENSDARG00000089190,ENSDARG00000089190.3,ENSDART00000160120,ENSDART00000160120.2,1,protein_coding
ENSDARG00000115674,ENSDARG00000115674.1,ENSDART00000192208,ENSDART00000192208.1,1,protein_coding
ENSDARG00000103295,ENSDARG00000103295.3,ENSDART00000170901,ENSDART00000170901.3,1,protein_coding
ENSDARG00000116562,ENSDARG00000116562.1,ENSDART00000192171,ENSDART00000192171.1,1,protein_coding
ENSDARG00000087907,ENSDARG00000087907.4,ENSDART00000126870,ENSDART00000126870.3,1,protein_coding
ENSDARG00000116280,ENSDARG00000116280.1,ENSDART00000192809,ENSDART00000192809.1,1,protein_coding
ENSDARG00000113414,ENSDARG00000113414.1,ENSDART00000186366,ENSDART00000186366.1,1,protein_coding
ENSDARG00000114682,ENSDARG00000114682.1,ENSDART00000186937,ENSDART00000186937.1,1,protein_coding
ENSDARG00000029204,ENSDARG00000029204.9,ENSDART00000050528,ENSDART00000050528.8,1,protein_coding
ENSDARG00000113877,ENSDARG00000113877.1,ENSDART00000182896,ENSDART00000182896.1,1,protein_coding
ENSDARG00000114196,ENSDARG00000114196.1,ENSDART00000179937,ENSDART00000179937.1,1,protein_coding
ENSDARG00000113579,ENSDARG00000113579.1,ENSDART00000193161,ENSDART00000193161.1,1,protein_coding
ENSDARG00000113004,ENSDARG00000113004.1,ENSDART00000190272,ENSDART00000190272.1,1,protein_coding
ENSDARG00000114394,ENSDARG00000114394.1,ENSDART00000182347,ENSDART00000182347.1,1,protein_coding
ENSDARG00000099580,ENSDARG00000099580.2,ENSDART00000160727,ENSDART00000160727.2,1,protein_coding
ENSDARG00000062280,ENSDARG00000062280.7,ENSDART00000149463,ENSDART00000149463.2,1,protein_coding
ENSDARG00000043137,ENSDARG00000043137.9,ENSDART00000177126,ENSDART00000177126.2,1,protein_coding
ENSDARG00000103674,ENSDARG00000103674.2,ENSDART00000162044,ENSDART00000162044.2,1,protein_coding
ENSDARG00000045976,ENSDARG00000045976.7,ENSDART00000067583,ENSDART00000067583.7,1,protein_coding
ENSDARG00000079584,ENSDARG00000079584.4,ENSDART00000110671,ENSDART00000110671.4,1,protein_coding
ENSDARG00000112428,ENSDARG00000112428.1,ENSDART00000186485,ENSDART00000186485.1,1,protein_coding
ENSDARG00000062748,ENSDARG00000062748.6,ENSDART00000091017,ENSDART00000091017.6,1,protein_coding
ENSDARG00000111525,ENSDARG00000111525.1,ENSDART00000160972,ENSDART00000160972.2,1,protein_coding
ENSDARG00000099728,ENSDARG00000099728.2,ENSDART00000166298,ENSDART00000166298.2,1,protein_coding
ENSDARG00000109950,ENSDARG00000109950.1,ENSDART00000187530,ENSDART00000187530.1,1,protein_coding
ENSDARG00000105000,ENSDARG00000105000.2,ENSDART00000164191,ENSDART00000164191.2,1,protein_coding
ENSDARG00000114675,ENSDARG00000114675.1,ENSDART00000182237,ENSDART00000182237.1,1,protein_coding
ENSDARG00000111471,ENSDARG00000111471.1,ENSDART00000185127,ENSDART00000185127.1,1,protein_coding
ENSDARG00000111608,ENSDARG00000111608.1,ENSDART00000187138,ENSDART00000187138.1,1,protein_coding
ENSDARG00000075555,ENSDARG00000075555.5,ENSDART00000113429,ENSDART00000113429.4,1,protein_coding
ENSDARG00000113200,ENSDARG00000113200.1,ENSDART00000187447,ENSDART00000187447.1,1,protein_coding
ENSDARG00000052954,ENSDARG00000052954.6,ENSDART00000169767,ENSDART00000169767.3,1,protein_coding
ENSDARG00000111084,ENSDARG00000111084.1,ENSDART00000191530,ENSDART00000191530.1,1,protein_coding
ENSDARG00000115041,ENSDARG00000115041.1,ENSDART00000111305,ENSDART00000111305.5,1,protein_coding
ENSDARG00000099115,ENSDARG00000099115.2,ENSDART00000166224,ENSDART00000166224.2,1,protein_coding
ENSDARG00000109919,ENSDARG00000109919.1,ENSDART00000182213,ENSDART00000182213.1,1,protein_coding
ENSDARG00000087099,ENSDARG00000087099.4,ENSDART00000130640,ENSDART00000130640.3,1,protein_coding
ENSDARG00000106529,ENSDARG00000106529.2,ENSDART00000179072,ENSDART00000179072.2,1,protein_coding
ENSDARG00000117025,ENSDARG00000117025.1,ENSDART00000182877,ENSDART00000182877.1,1,protein_coding
ENSDARG00000054930,ENSDARG00000054930.5,ENSDART00000077209,ENSDART00000077209.5,1,protein_coding
ENSDARG00000103490,ENSDARG00000103490.2,ENSDART00000162967,ENSDART00000162967.2,1,protein_coding
ENSDARG00000077516,ENSDARG00000077516.4,ENSDART00000109130,ENSDART00000109130.4,1,protein_coding
ENSDARG00000077427,ENSDARG00000077427.4,ENSDART00000109940,ENSDART00000109940.4,1,protein_coding
ENSDARG00000113775,ENSDARG00000113775.1,ENSDART00000180085,ENSDART00000180085.1,1,protein_coding
ENSDARG00000116527,ENSDARG00000116527.1,ENSDART00000192866,ENSDART00000192866.1,1,protein_coding
ENSDARG00000102581,ENSDARG00000102581.3,ENSDART00000169266,ENSDART00000169266.2,1,protein_coding
ENSDARG00000059805,ENSDARG00000059805.5,ENSDART00000083532,ENSDART00000083532.5,1,protein_coding
ENSDARG00000035391,ENSDARG00000035391.7,ENSDART00000114981,ENSDART00000114981.3,1,protein_coding
ENSDARG00000075970,ENSDARG00000075970.4,ENSDART00000115386,ENSDART00000115386.4,1,protein_coding
ENSDARG00000112583,ENSDARG00000112583.1,ENSDART00000182458,ENSDART00000182458.1,1,protein_coding
ENSDARG00000110448,ENSDARG00000110448.1,ENSDART00000188859,ENSDART00000188859.1,1,protein_coding
ENSDARG00000112918,ENSDARG00000112918.1,ENSDART00000191775,ENSDART00000191775.1,1,protein_coding
ENSDARG00000112176,ENSDARG00000112176.1,ENSDART00000193554,ENSDART00000193554.1,1,protein_coding
ENSDARG00000007624,ENSDARG00000007624.9,ENSDART00000022051,ENSDART00000022051.9,1,protein_coding
ENSDARG00000115191,ENSDARG00000115191.1,ENSDART00000100482,ENSDART00000100482.5,1,protein_coding
ENSDARG00000114567,ENSDARG00000114567.1,ENSDART00000192606,ENSDART00000192606.1,1,protein_coding
ENSDARG00000100520,ENSDARG00000100520.2,ENSDART00000171489,ENSDART00000171489.2,1,protein_coding
ENSDARG00000089636,ENSDARG00000089636.5,ENSDART00000122153,ENSDART00000122153.3,1,protein_coding
ENSDARG00000112842,ENSDARG00000112842.1,ENSDART00000187709,ENSDART00000187709.1,1,protein_coding
ENSDARG00000112164,ENSDARG00000112164.1,ENSDART00000186866,ENSDART00000186866.1,1,protein_coding
ENSDARG00000040497,ENSDARG00000040497.6,ENSDART00000059271,ENSDART00000059271.6,1,protein_coding
ENSDARG00000100186,ENSDARG00000100186.2,ENSDART00000180240,ENSDART00000180240.1,1,protein_coding
ENSDARG00000101164,ENSDARG00000101164.2,ENSDART00000169540,ENSDART00000169540.2,1,protein_coding
ENSDARG00000117117,ENSDARG00000117117.1,ENSDART00000192839,ENSDART00000192839.1,1,protein_coding
ENSDARG00000075936,ENSDARG00000075936.4,ENSDART00000114286,ENSDART00000114286.4,1,protein_coding
ENSDARG00000099238,ENSDARG00000099238.2,ENSDART00000160767,ENSDART00000160767.2,1,protein_coding
ENSDARG00000111394,ENSDARG00000111394.1,ENSDART00000192237,ENSDART00000192237.1,1,protein_coding
ENSDARG00000061509,ENSDARG00000061509.6,ENSDART00000126609,ENSDART00000126609.3,1,protein_coding
ENSDARG00000107952,ENSDARG00000107952.2,ENSDART00000190365,ENSDART00000190365.1,1,protein_coding
ENSDARG00000116422,ENSDARG00000116422.1,ENSDART00000191286,ENSDART00000191286.1,1,protein_coding
ENSDARG00000115866,ENSDARG00000115866.1,ENSDART00000189119,ENSDART00000189119.1,1,protein_coding
ENSDARG00000067658,ENSDARG00000067658.3,ENSDART00000097429,ENSDART00000097429.3,1,protein_coding
ENSDARG00000113837,ENSDARG00000113837.1,ENSDART00000185775,ENSDART00000185775.1,1,protein_coding
ENSDARG00000098557,ENSDARG00000098557.2,ENSDART00000160216,ENSDART00000160216.2,1,protein_coding
ENSDARG00000055064,ENSDARG00000055064.6,ENSDART00000129035,ENSDART00000129035.3,1,protein_coding
ENSDARG00000109908,ENSDARG00000109908.1,ENSDART00000185097,ENSDART00000185097.1,1,protein_coding
ENSDARG00000090720,ENSDARG00000090720.3,ENSDART00000124234,ENSDART00000124234.3,1,protein_coding
ENSDARG00000114843,ENSDARG00000114843.1,ENSDART00000181534,ENSDART00000181534.1,1,protein_coding
ENSDARG00000114250,ENSDARG00000114250.1,ENSDART00000193888,ENSDART00000193888.1,1,protein_coding
ENSDARG00000090953,ENSDARG00000090953.3,ENSDART00000126886,ENSDART00000126886.3,1,protein_coding
ENSDARG00000115912,ENSDARG00000115912.1,ENSDART00000181745,ENSDART00000181745.1,1,protein_coding
ENSDARG00000086150,ENSDARG00000086150.4,ENSDART00000129161,ENSDART00000129161.4,1,protein_coding
ENSDARG00000003994,ENSDARG00000003994.9,ENSDART00000018685,ENSDART00000018685.9,1,protein_coding
ENSDARG00000098588,ENSDARG00000098588.2,ENSDART00000160400,ENSDART00000160400.2,1,protein_coding
ENSDARG00000111818,ENSDARG00000111818.1,ENSDART00000187309,ENSDART00000187309.1,1,protein_coding
ENSDARG00000109963,ENSDARG00000109963.1,ENSDART00000186161,ENSDART00000186161.1,1,protein_coding
ENSDARG00000117091,ENSDARG00000117091.1,ENSDART00000190428,ENSDART00000190428.1,1,protein_coding
ENSDARG00000106357,ENSDARG00000106357.2,ENSDART00000179421,ENSDART00000179421.2,1,protein_coding
ENSDARG00000098832,ENSDARG00000098832.2,ENSDART00000171495,ENSDART00000171495.2,1,protein_coding
ENSDARG00000031618,ENSDARG00000031618.7,ENSDART00000042386,ENSDART00000042386.7,1,protein_coding
ENSDARG00000115460,ENSDARG00000115460.1,ENSDART00000180142,ENSDART00000180142.1,1,protein_coding
ENSDARG00000108781,ENSDARG00000108781.2,ENSDART00000174899,ENSDART00000174899.2,1,protein_coding
ENSDARG00000077761,ENSDARG00000077761.4,ENSDART00000111111,ENSDART00000111111.4,1,protein_coding
ENSDARG00000074185,ENSDARG00000074185.4,ENSDART00000108649,ENSDART00000108649.4,1,protein_coding
ENSDARG00000103893,ENSDARG00000103893.2,ENSDART00000163235,ENSDART00000163235.2,1,protein_coding
ENSDARG00000110163,ENSDARG00000110163.1,ENSDART00000187003,ENSDART00000187003.1,1,protein_coding
ENSDARG00000112453,ENSDARG00000112453.1,ENSDART00000186356,ENSDART00000186356.1,1,protein_coding
ENSDARG00000102773,ENSDARG00000102773.3,ENSDART00000168288,ENSDART00000168288.2,1,protein_coding
ENSDARG00000104980,ENSDARG00000104980.2,ENSDART00000160566,ENSDART00000160566.2,1,protein_coding
ENSDARG00000116723,ENSDARG00000116723.1,ENSDART00000162354,ENSDART00000162354.2,1,protein_coding
ENSDARG00000103665,ENSDARG00000103665.2,ENSDART00000164153,ENSDART00000164153.2,1,protein_coding
ENSDARG00000103087,ENSDARG00000103087.2,ENSDART00000158608,ENSDART00000158608.2,1,protein_coding
ENSDARG00000079657,ENSDARG00000079657.4,ENSDART00000158312,ENSDART00000158312.2,1,protein_coding
ENSDARG00000114363,ENSDARG00000114363.1,ENSDART00000111653,ENSDART00000111653.4,1,protein_coding
ENSDARG00000016605,ENSDARG00000016605.12,ENSDART00000131338,ENSDART00000131338.4,1,protein_coding
ENSDARG00000103843,ENSDARG00000103843.3,ENSDART00000159009,ENSDART00000159009.3,1,protein_coding
ENSDARG00000113989,ENSDARG00000113989.1,ENSDART00000182830,ENSDART00000182830.1,1,protein_coding
ENSDARG00000101507,ENSDARG00000101507.3,ENSDART00000167242,ENSDART00000167242.2,1,protein_coding
ENSDARG00000037229,ENSDARG00000037229.6,ENSDART00000181517,ENSDART00000181517.1,1,protein_coding
ENSDARG00000116048,ENSDARG00000116048.1,ENSDART00000188086,ENSDART00000188086.1,1,protein_coding
ENSDARG00000111159,ENSDARG00000111159.1,ENSDART00000036757,ENSDART00000036757.8,1,protein_coding
ENSDARG00000114276,ENSDARG00000114276.1,ENSDART00000179869,ENSDART00000179869.1,1,protein_coding
ENSDARG00000117029,ENSDARG00000117029.1,ENSDART00000182968,ENSDART00000182968.1,1,protein_coding
ENSDARG00000074919,ENSDARG00000074919.4,ENSDART00000114655,ENSDART00000114655.4,1,protein_coding
ENSDARG00000112344,ENSDARG00000112344.1,ENSDART00000180858,ENSDART00000180858.1,1,protein_coding
ENSDARG00000117189,ENSDARG00000117189.1,ENSDART00000189686,ENSDART00000189686.1,1,protein_coding
ENSDARG00000111501,ENSDARG00000111501.1,ENSDART00000185351,ENSDART00000185351.1,1,protein_coding
ENSDARG00000109955,ENSDARG00000109955.1,ENSDART00000193868,ENSDART00000193868.1,1,protein_coding
ENSDARG00000112432,ENSDARG00000112432.1,ENSDART00000192516,ENSDART00000192516.1,1,protein_coding
ENSDARG00000100514,ENSDARG00000100514.3,ENSDART00000165516,ENSDART00000165516.3,1,protein_coding
ENSDARG00000111415,ENSDARG00000111415.1,ENSDART00000184965,ENSDART00000184965.1,1,protein_coding
ENSDARG00000054164,ENSDARG00000054164.5,ENSDART00000076320,ENSDART00000076320.5,1,protein_coding
ENSDARG00000114065,ENSDARG00000114065.1,ENSDART00000181369,ENSDART00000181369.1,1,protein_coding
ENSDARG00000114008,ENSDARG00000114008.1,ENSDART00000192283,ENSDART00000192283.1,1,protein_coding
ENSDARG00000101562,ENSDARG00000101562.2,ENSDART00000101067,ENSDART00000101067.4,1,protein_coding
ENSDARG00000114773,ENSDARG00000114773.1,ENSDART00000183295,ENSDART00000183295.1,1,protein_coding
ENSDARG00000114533,ENSDARG00000114533.1,ENSDART00000158824,ENSDART00000158824.2,1,protein_coding
ENSDARG00000109342,ENSDARG00000109342.1,ENSDART00000193596,ENSDART00000193596.1,1,protein_coding
ENSDARG00000113692,ENSDARG00000113692.1,ENSDART00000034569,ENSDART00000034569.7,1,protein_coding
ENSDARG00000112543,ENSDARG00000112543.1,ENSDART00000185495,ENSDART00000185495.1,1,protein_coding
ENSDARG00000113064,ENSDARG00000113064.1,ENSDART00000189231,ENSDART00000189231.1,1,protein_coding
ENSDARG00000115096,ENSDARG00000115096.1,ENSDART00000193940,ENSDART00000193940.1,1,protein_coding
ENSDARG00000114325,ENSDARG00000114325.1,ENSDART00000157563,ENSDART00000157563.2,1,protein_coding
ENSDARG00000109972,ENSDARG00000109972.1,ENSDART00000186562,ENSDART00000186562.1,1,protein_coding
ENSDARG00000115331,ENSDARG00000115331.1,ENSDART00000188723,ENSDART00000188723.1,1,protein_coding
ENSDARG00000117008,ENSDARG00000117008.1,ENSDART00000193854,ENSDART00000193854.1,1,protein_coding
ENSDARG00000113898,ENSDARG00000113898.1,ENSDART00000181984,ENSDART00000181984.1,1,protein_coding
ENSDARG00000101077,ENSDARG00000101077.2,ENSDART00000168917,ENSDART00000168917.2,1,protein_coding
ENSDARG00000111266,ENSDARG00000111266.1,ENSDART00000182643,ENSDART00000182643.1,1,protein_coding
ENSDARG00000078383,ENSDARG00000078383.3,ENSDART00000102014,ENSDART00000102014.4,1,protein_coding
ENSDARG00000101023,ENSDARG00000101023.2,ENSDART00000167339,ENSDART00000167339.2,1,protein_coding
ENSDARG00000109791,ENSDARG00000109791.1,ENSDART00000188524,ENSDART00000188524.1,1,protein_coding
ENSDARG00000090861,ENSDARG00000090861.4,ENSDART00000128260,ENSDART00000128260.4,1,protein_coding
ENSDARG00000099389,ENSDARG00000099389.2,ENSDART00000160352,ENSDART00000160352.2,1,protein_coding
ENSDARG00000115672,ENSDARG00000115672.1,ENSDART00000190275,ENSDART00000190275.1,1,protein_coding
ENSDARG00000099331,ENSDARG00000099331.2,ENSDART00000169743,ENSDART00000169743.2,1,protein_coding
ENSDARG00000111974,ENSDARG00000111974.1,ENSDART00000186725,ENSDART00000186725.1,1,protein_coding
ENSDARG00000102769,ENSDARG00000102769.2,ENSDART00000170526,ENSDART00000170526.2,1,protein_coding
ENSDARG00000112445,ENSDARG00000112445.1,ENSDART00000185688,ENSDART00000185688.1,1,protein_coding
ENSDARG00000116775,ENSDARG00000116775.1,ENSDART00000184568,ENSDART00000184568.1,1,protein_coding
ENSDARG00000034916,ENSDARG00000034916.9,ENSDART00000044128,ENSDART00000044128.9,1,protein_coding
ENSDARG00000112653,ENSDARG00000112653.1,ENSDART00000185298,ENSDART00000185298.1,1,protein_coding
ENSDARG00000115570,ENSDARG00000115570.1,ENSDART00000189265,ENSDART00000189265.1,1,protein_coding
ENSDARG00000116105,ENSDARG00000116105.1,ENSDART00000168339,ENSDART00000168339.2,1,protein_coding
ENSDARG00000111659,ENSDARG00000111659.1,ENSDART00000182871,ENSDART00000182871.1,1,protein_coding
ENSDARG00000093689,ENSDARG00000093689.3,ENSDART00000148094,ENSDART00000148094.3,1,protein_coding
ENSDARG00000111069,ENSDARG00000111069.1,ENSDART00000180507,ENSDART00000180507.1,1,protein_coding
ENSDARG00000115973,ENSDARG00000115973.1,ENSDART00000184203,ENSDART00000184203.1,1,protein_coding
ENSDARG00000113624,ENSDARG00000113624.1,ENSDART00000188844,ENSDART00000188844.1,1,protein_coding
ENSDARG00000111337,ENSDARG00000111337.1,ENSDART00000185114,ENSDART00000185114.1,1,protein_coding
ENSDARG00000101553,ENSDARG00000101553.1,ENSDART00000164231,ENSDART00000164231.1,1,protein_coding
ENSDARG00000112724,ENSDARG00000112724.1,ENSDART00000189691,ENSDART00000189691.1,1,protein_coding
ENSDARG00000101464,ENSDARG00000101464.1,ENSDART00000168136,ENSDART00000168136.1,1,protein_coding
ENSDARG00000116859,ENSDARG00000116859.1,ENSDART00000183634,ENSDART00000183634.1,1,protein_coding
ENSDARG00000109545,ENSDARG00000109545.1,ENSDART00000190149,ENSDART00000190149.1,1,protein_coding
ENSDARG00000117087,ENSDARG00000117087.1,ENSDART00000186840,ENSDART00000186840.1,1,protein_coding
ENSDARG00000115900,ENSDARG00000115900.1,ENSDART00000183534,ENSDART00000183534.1,1,protein_coding
ENSDARG00000104293,ENSDARG00000104293.3,ENSDART00000164194,ENSDART00000164194.2,1,protein_coding
ENSDARG00000114565,ENSDARG00000114565.1,ENSDART00000193563,ENSDART00000193563.1,1,protein_coding
ENSDARG00000115211,ENSDARG00000115211.1,ENSDART00000192786,ENSDART00000192786.1,1,protein_coding
ENSDARG00000111348,ENSDARG00000111348.1,ENSDART00000188571,ENSDART00000188571.1,1,protein_coding
ENSDARG00000099319,ENSDARG00000099319.1,ENSDART00000161139,ENSDART00000161139.1,1,protein_coding
ENSDARG00000020298,ENSDARG00000020298.7,ENSDART00000019155,ENSDART00000019155.7,1,protein_coding
ENSDARG00000113480,ENSDARG00000113480.1,ENSDART00000191353,ENSDART00000191353.1,1,protein_coding
ENSDARG00000116689,ENSDARG00000116689.1,ENSDART00000190741,ENSDART00000190741.1,1,protein_coding
ENSDARG00000109724,ENSDARG00000109724.1,ENSDART00000187894,ENSDART00000187894.1,1,protein_coding
ENSDARG00000115836,ENSDARG00000115836.1,ENSDART00000183872,ENSDART00000183872.1,1,protein_coding
ENSDARG00000116389,ENSDARG00000116389.1,ENSDART00000185508,ENSDART00000185508.1,1,protein_coding
ENSDARG00000099168,ENSDARG00000099168.2,ENSDART00000170489,ENSDART00000170489.2,1,protein_coding
ENSDARG00000110238,ENSDARG00000110238.1,ENSDART00000181464,ENSDART00000181464.1,1,protein_coding
ENSDARG00000115401,ENSDARG00000115401.1,ENSDART00000160638,ENSDART00000160638.2,1,protein_coding
ENSDARG00000074129,ENSDARG00000074129.4,ENSDART00000111710,ENSDART00000111710.4,1,protein_coding
ENSDARG00000111812,ENSDARG00000111812.1,ENSDART00000183818,ENSDART00000183818.1,1,protein_coding
ENSDARG00000111999,ENSDARG00000111999.1,ENSDART00000157831,ENSDART00000157831.2,1,protein_coding
ENSDARG00000115002,ENSDARG00000115002.1,ENSDART00000192074,ENSDART00000192074.1,1,protein_coding
ENSDARG00000109775,ENSDARG00000109775.1,ENSDART00000190233,ENSDART00000190233.1,1,protein_coding
